dataset_file_name,start_year,end_year,n_years_observed,study_duration,organism_count_type,variability_type,standardization_method,metric,metric_value
L3-cap-herps-banville.csv,2013,2017,5,4,count,com,h,alpha_var,0.09423019716590242
L3-cap-herps-banville.csv,2013,2017,5,4,count,com,h,phi_var,0.516750633367085
L3-cap-herps-banville.csv,2013,2017,5,4,count,com,h,gamma_var_rate,0.012173378516946345
L3-cap-herps-banville.csv,2013,2017,5,4,count,com,h,alpha_var_rate,0.023557549291475605
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_2,alpha_div_mean,3.9322244873456595
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_2,alpha_div_cv,0.21746716998303176
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_2,beta_div_mean,1.2766478777901653
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_2,beta_div_cv,0.15790186405832923
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_2,gamma_div_mean,5.066289161421397
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_2,gamma_div_cv,0.29384058754330483
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),agg,NA,gamma_var,0.3816088401560951
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),agg,NA,alpha_var,0.6259349220938164
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),agg,NA,phi_var,0.6096621656442724
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),agg,NA,gamma_var_rate,0.022447578832711475
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),agg,NA,alpha_var_rate,0.03681970129963626
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),com,h,gamma_var,0.13770141702454855
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),com,h,alpha_var,0.24532176891432636
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),com,h,phi_var,0.5613094085940574
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),com,h,gamma_var_rate,0.00810008335438521
L3-cdr-grasshopper-compagnoni.csv,1989,2006,18,17,COUNT (monthly sum),com,h,alpha_var_rate,0.01443069228907802
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,alpha_div_mean,2.6569191413178164
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,alpha_div_cv,0.15057875908689558
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,beta_div_mean,1.6966924485222559
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,beta_div_cv,0.1634847830701997
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,gamma_div_mean,4.494127606857717
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,gamma_div_cv,0.1992457793796561
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,gamma_var,0.04243182326884542
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,alpha_var,0.15028730409916263
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,phi_var,0.28233804261235557
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,gamma_var_rate,0.0019287192394929736
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,alpha_var_rate,0.006831241095416483
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,gamma_var,0.1313412663921345
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,alpha_var,0.2581773191203632
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,phi_var,0.5087250376587215
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,gamma_var_rate,0.005970057563278841
L3-cdr-plantsABC-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,alpha_var_rate,0.011735332687289235
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,alpha_div_mean,4.727518761116971
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,alpha_div_cv,0.16028414615916872
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,beta_div_mean,1.8839296596294557
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,beta_div_cv,0.22443541873358688
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,gamma_div_mean,8.821166108023407
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_2,gamma_div_cv,0.22368529691470962
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,gamma_var,0.1268579650641237
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,alpha_var,0.257742622195454
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,phi_var,0.4921885405818657
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,gamma_var_rate,0.00576627113927835
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,agg,NA,alpha_var_rate,0.011715573736157002
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,gamma_var,0.3164161039577933
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,alpha_var,0.45000821909573757
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,phi_var,0.7031340551815054
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,gamma_var_rate,0.014382550179899695
L3-cdr-plantsD-compagnoni.csv,1982,2004,23,22,BIOMASS,com,h,alpha_var_rate,0.020454919049806255
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,divpart_time_series,q_order_2,alpha_div_mean,3.5326856107052182
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,divpart_time_series,q_order_2,alpha_div_cv,0.10049846326218025
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,divpart_time_series,q_order_2,beta_div_mean,1.2041488907946942
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,divpart_time_series,q_order_2,beta_div_cv,0.04747992831819583
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,divpart_time_series,q_order_2,gamma_div_mean,4.250065316909785
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,divpart_time_series,q_order_2,gamma_div_cv,0.10062565549645938
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,agg,NA,gamma_var,4.4792372847473315e-5
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,agg,NA,alpha_var,6.659403184561843e-5
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,agg,NA,phi_var,0.6726184254966451
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,agg,NA,gamma_var_rate,4.9769303163859235e-6
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,agg,NA,alpha_var_rate,7.399336871735381e-6
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,com,h,gamma_var,0.05146701519465428
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,com,h,alpha_var,0.1575899288326231
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,com,h,phi_var,0.32658822537649346
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,com,h,gamma_var_rate,0.005718557243850475
L3-fce-diatoms-catano.csv,2005,2014,10,9,PERCENT,com,h,alpha_var_rate,0.01750999209251368
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,alpha_div_mean,4.266007886841641
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,alpha_div_cv,0.19438211092837276
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,beta_div_mean,1.515614091926337
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,beta_div_cv,0.1717382641328104
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,gamma_div_mean,6.469433660414366
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,gamma_div_cv,0.22573982387276645
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,gamma_var,0.288704942436791
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,alpha_var,0.5360723390948506
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,phi_var,0.5385559399021866
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,gamma_var_rate,0.026245903857890093
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,alpha_var_rate,0.048733849008622786
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,com,h,gamma_var,0.17696851807751915
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,com,h,alpha_var,0.3462735207133369
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,com,h,phi_var,0.5110656966000667
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,com,h,gamma_var_rate,0.016088047097956287
L3-fce-fish-rehageDry.csv,2006,2017,11,11,CPUE = (COUNT / DISTANCE (M))*100,com,h,alpha_var_rate,0.03147941097393972
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,alpha_div_mean,4.0696679058972824
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,alpha_div_cv,0.05363525895405963
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,beta_div_mean,1.931119893806147
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,beta_div_cv,0.2129289955608774
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,gamma_div_mean,7.808580787759969
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,divpart_time_series,q_order_2,gamma_div_cv,0.17424891825364247
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,gamma_var,0.06059575762747437
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,alpha_var,0.27990341744592095
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,phi_var,0.21648809500220498
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,gamma_var_rate,0.012119151525494875
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,agg,NA,alpha_var_rate,0.05598068348918419
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,gamma_var,0.1096260069478585
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,alpha_var,0.39919814347064464
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,phi_var,0.2746155229950861
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,gamma_var_rate,0.0219252013895717
L3-fce-fish-rehageWet.csv,2011,2016,6,5,CPUE = (COUNT / DISTANCE (M))*100,com,h,alpha_var_rate,0.07983962869412893
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,divpart_time_series,q_order_2,alpha_div_mean,1.2868112850753581
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,divpart_time_series,q_order_2,alpha_div_cv,0.06464423856904072
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,divpart_time_series,q_order_2,beta_div_mean,1.2017484869447113
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,divpart_time_series,q_order_2,beta_div_cv,0.11344197735002225
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,divpart_time_series,q_order_2,gamma_div_mean,1.4980590539840983
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,divpart_time_series,q_order_2,gamma_div_cv,0.1903576151763907
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,agg,NA,gamma_var,0.08046097393005294
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,agg,NA,alpha_var,0.3183384038300799
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,agg,NA,phi_var,0.2527529602523256
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,agg,NA,gamma_var_rate,0.00618930568692715
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,agg,NA,alpha_var_rate,0.02448756952539076
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,com,h,gamma_var,0.038228900860224624
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,com,h,alpha_var,0.07337390485244287
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,com,h,phi_var,0.5210149430796152
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,com,h,gamma_var_rate,0.0029406846815557405
L3-gce-mollusc-compagnoni.csv,2000,2013,14,13,DENSITY,com,h,alpha_var_rate,0.00564414652711099
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,divpart_time_series,q_order_2,alpha_div_mean,2.8073898905539902
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,divpart_time_series,q_order_2,alpha_div_cv,0.1765517957788303
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,divpart_time_series,q_order_2,beta_div_mean,1.6028359825690985
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,divpart_time_series,q_order_2,beta_div_cv,0.25240953143612893
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,divpart_time_series,q_order_2,gamma_div_mean,4.62841235731598
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,divpart_time_series,q_order_2,gamma_div_cv,0.4238334935814635
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,agg,NA,gamma_var,0.2118791927609247
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,agg,NA,alpha_var,0.3917119654424999
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,agg,NA,phi_var,0.5409055925099813
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,agg,NA,gamma_var_rate,0.006231740963556609
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,agg,NA,alpha_var_rate,0.011520940160073528
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,com,h,gamma_var,0.17306878029635317
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,com,h,alpha_var,0.307322904751603
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,com,h,phi_var,0.5631496306343904
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,com,h,gamma_var_rate,0.005090258244010388
L3-hays-plants-compagnoni.csv,38,72,35,34,COUNT,com,h,alpha_var_rate,0.009038908963282442
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,divpart_time_series,q_order_2,alpha_div_mean,2.1079424678025545
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,divpart_time_series,q_order_2,alpha_div_cv,0.15390930470532024
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,divpart_time_series,q_order_2,beta_div_mean,1.1591607882895525
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,divpart_time_series,q_order_2,beta_div_cv,0.16811770326691597
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,divpart_time_series,q_order_2,gamma_div_mean,2.443680178773437
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,divpart_time_series,q_order_2,gamma_div_cv,0.23213813943405734
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,agg,NA,gamma_var,0.30761882273570595
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,agg,NA,alpha_var,0.45270469435323585
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,agg,NA,phi_var,0.6795132159501698
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,agg,NA,gamma_var_rate,0.02050792151571373
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,agg,NA,alpha_var_rate,0.03018031295688239
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,com,h,gamma_var,0.09977393611879282
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,com,h,alpha_var,0.2271523379447586
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,com,h,phi_var,0.4392379890144778
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,com,h,gamma_var_rate,0.006651595741252855
L3-jrn-lizards-hope.csv,1990,2005,16,15,count,com,h,alpha_var_rate,0.01514348919631724
L3-jrn-plants-compagnoni.csv,1915,1938,18,23,count (average),divpart_time_series,q_order_2,alpha_div_mean,2.8567533707057255
L3-jrn-plants-compagnoni.csv,1915,1938,18,23,count (average),divpart_time_series,q_order_2,alpha_div_cv,0.2593281652876581
L3-jrn-plants-compagnoni.csv,1915,1938,18,23,count (average),divpart_time_series,q_order_2,beta_div_mean,2.990684151135731
L3-jrn-plants-compagnoni.csv,1915,1938,18,23,count (average),divpart_time_series,q_order_2,beta_div_cv,0.24293524118238324
