dataset_file_name,start_year,end_year,n_years_observed,study_duration,scale,organism_count_type,SITE_ID,variability_type,metric_type,metric,metric_value
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA028,comp,BD_h,BD,0.34198961425305036
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA029,comp,BD_h,BD,0.4098095037728713
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA031,comp,BD_h,BD,0.30257928253766425
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA032,comp,BD_h,BD,0.41461745681519674
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA036,comp,BD_h,BD,0.35766957521140125
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA037,comp,BD_h,BD,0.4232570039047717
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA038,comp,BD_h,BD,0.35817332299857924
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA039,comp,BD_h,BD,0.38287994114618684
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA040,comp,BD_h,BD,0.3367418671922088
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA041,comp,BD_h,BD,0.37176643636139467
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA042,comp,BD_h,BD,0.4825646543687265
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA044,comp,BD_h,BD,0.41272153658546434
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA045,comp,BD_h,BD,0.38460019344110724
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA048,comp,BD_h,BD,0.44704425192136504
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA051,comp,BD_h,BD,0.3167421255255394
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA053,comp,BD_h,BD,0.41188055798162626
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA054,comp,BD_h,BD,0.4587392451982288
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA059,comp,BD_h,BD,0.23864973489503322
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA062,comp,BD_h,BD,0.4136042167317107
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA063,comp,BD_h,BD,0.36940764752226957
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA064,comp,BD_h,BD,0.4592290755997225
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA065,comp,BD_h,BD,0.3523970198429293
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA066,comp,BD_h,BD,0.30966944982968175
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA076,comp,BD_h,BD,0.33462146491793726
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA077,comp,BD_h,BD,0.3903123454188959
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA078,comp,BD_h,BD,0.36988564966710225
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA079,comp,BD_h,BD,0.3865702052399938
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA080,comp,BD_h,BD,0.41784644599918674
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA081,comp,BD_h,BD,0.40028964775986914
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA200,comp,BD_h,BD,0.25991306104708567
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA203,comp,BD_h,BD,0.40031883598518614
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA204,comp,BD_h,BD,0.35731975118762643
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA207,comp,BD_h,BD,0.4985955823727422
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA208,comp,BD_h,BD,0.4481704811111258
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA209,comp,BD_h,BD,0.45911637889713164
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA210,comp,BD_h,BD,0.27492588980887306
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA211,comp,BD_h,BD,0.3171637642530895
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA217,comp,BD_h,BD,0.4248180539257333
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA224,comp,BD_h,BD,0.3664487297283989
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA226,comp,BD_h,BD,0.33567758225777167
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA233,comp,BD_h,BD,0.42061031951831884
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA234,comp,BD_h,BD,0.4210209627729204
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA235,comp,BD_h,BD,0.36562625784917
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA239,comp,BD_h,BD,0.3492314344528484
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA240,comp,BD_h,BD,0.4023593833508299
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA241,comp,BD_h,BD,0.41414748151792335
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA243,comp,BD_h,BD,0.2781359854734129
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA245,comp,BD_h,BD,0.5126635419648885
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA246,comp,BD_h,BD,0.4082400363151186
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA247,comp,BD_h,BD,0.38232994098266376
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA248,comp,BD_h,BD,0.323605853770643
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA249,comp,BD_h,BD,0.44052605279270607
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA250,comp,BD_h,BD,0.4207872751016854
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA252,comp,BD_h,BD,0.3978708671638582
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA253,comp,BD_h,BD,0.33227274559386577
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA256,comp,BD_h,BD,0.4285086221116837
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA257,comp,BD_h,BD,0.46595057884164304
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA258,comp,BD_h,BD,0.4680314233406673
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA259,comp,BD_h,BD,0.3871705712105442
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA260,comp,BD_h,BD,0.38066814547158984
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA265,comp,BD_h,BD,0.4476559017649753
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA266,comp,BD_h,BD,0.32912091804336463
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA270,comp,BD_h,BD,0.4359286794512154
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA272,comp,BD_h,BD,0.5228411749530878
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA273,comp,BD_h,BD,0.3535268547404344
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA274,comp,BD_h,BD,0.3963550717482933
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA275,comp,BD_h,BD,0.38046897061782464
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA276,comp,BD_h,BD,0.27235024789210427
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA277,comp,BD_h,BD,0.38026030024653584
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA279,comp,BD_h,BD,0.3127136294996029
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA303,comp,BD_h,BD,0.4862213124915883
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA304,comp,BD_h,BD,0.43202428035583473
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA305,comp,BD_h,BD,0.43100031396679644
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA306,comp,BD_h,BD,0.3741847872726966
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA307,comp,BD_h,BD,0.4384783759086125
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA308,comp,BD_h,BD,0.4299268211432394
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA309,comp,BD_h,BD,0.47506813136724974
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA310,comp,BD_h,BD,0.4948780550485357
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA311,comp,BD_h,BD,0.49065295420058885
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA312,comp,BD_h,BD,0.43858243531385843
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA314,comp,BD_h,BD,0.33236187587678917
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA315,comp,BD_h,BD,0.4228036782242689
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA317,comp,BD_h,BD,0.5018887899831357
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA318,comp,BD_h,BD,0.35535924861179413
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA322,comp,BD_h,BD,0.4589709364889582
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA323,comp,BD_h,BD,0.39353652344851603
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA324,comp,BD_h,BD,0.45928272923906394
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA327,comp,BD_h,BD,0.46213995760297405
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA328,comp,BD_h,BD,0.402158125954735
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA329,comp,BD_h,BD,0.3336136825255165
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA330,comp,BD_h,BD,0.2880187593247356
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA334,comp,BD_h,BD,0.32076373522782303
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA336,comp,BD_h,BD,0.37602070694246015
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA338,comp,BD_h,BD,0.47236881490282007
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA339,comp,BD_h,BD,0.4402551723766214
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA340,comp,BD_h,BD,0.3835316808986015
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA341,comp,BD_h,BD,0.367481775610581
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA342,comp,BD_h,BD,0.443985437963319
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA344,comp,BD_h,BD,0.29228477655000096
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA345,comp,BD_h,BD,0.35116966513690523
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA347,comp,BD_h,BD,0.40032444573194653
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA348,comp,BD_h,BD,0.3037525616343563
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA349,comp,BD_h,BD,0.2880919992909212
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA350,comp,BD_h,BD,0.41744077117156697
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA351,comp,BD_h,BD,0.34545578556066764
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA352,comp,BD_h,BD,0.3814565344930521
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA353,comp,BD_h,BD,0.31946594056731825
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA354,comp,BD_h,BD,0.4047729363358995
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA400,comp,BD_h,BD,0.3396966276460909
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB008,comp,BD_h,BD,0.37935274255805407
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB014,comp,BD_h,BD,0.31982118873027776
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB022,comp,BD_h,BD,0.3592449568813869
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB030,comp,BD_h,BD,0.45526875305516973
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB046,comp,BD_h,BD,0.4878283655767767
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB047,comp,BD_h,BD,0.38476156272943557
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB052,comp,BD_h,BD,0.44219483484442224
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB055,comp,BD_h,BD,0.4836563788851985
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB060,comp,BD_h,BD,0.4167365685671738
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB067,comp,BD_h,BD,0.4154594228987537
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB201,comp,BD_h,BD,0.32788372074641503
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB202,comp,BD_h,BD,0.28524890856692575
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB206,comp,BD_h,BD,0.31229418218312016
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB216,comp,BD_h,BD,0.37851214125134103
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB225,comp,BD_h,BD,0.34563694555828095
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB242,comp,BD_h,BD,0.3011334419078721
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB244,comp,BD_h,BD,0.31681151804132546
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB251,comp,BD_h,BD,0.3115804020025136
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB254,comp,BD_h,BD,0.3240546920043622
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB255,comp,BD_h,BD,0.3333672109519442
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB264,comp,BD_h,BD,0.4083456118738903
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB267,comp,BD_h,BD,0.3957625396963512
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB268,comp,BD_h,BD,0.3305916221718533
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB269,comp,BD_h,BD,0.3261235024844009
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB271,comp,BD_h,BD,0.4071268918975221
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB278,comp,BD_h,BD,0.41673632272260097
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB302,comp,BD_h,BD,0.3213102299788427
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB316,comp,BD_h,BD,0.4056525111618136
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB325,comp,BD_h,BD,0.4655123793538214
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB326,comp,BD_h,BD,0.4189375686440988
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB331,comp,BD_h,BD,0.4293056617757625
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB332,comp,BD_h,BD,0.3149114840055741
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB333,comp,BD_h,BD,0.3502984924008471
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB335,comp,BD_h,BD,0.3262762433610663
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB337,comp,BD_h,BD,0.3859886755240811
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB343,comp,BD_h,BD,0.41857966607019836
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB346,comp,BD_h,BD,0.3467113621643722
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB356,comp,BD_h,BD,0.4016515212787592
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB357,comp,BD_h,BD,0.4674126423641775
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PB358,comp,BD_h,BD,0.3578191314586862
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC001,comp,BD_h,BD,0.3488964200908399
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC002,comp,BD_h,BD,0.3450899600701804
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC004,comp,BD_h,BD,0.47365506539804847
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC005,comp,BD_h,BD,0.4530220312701432
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC006,comp,BD_h,BD,0.39711471401952736
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC007,comp,BD_h,BD,0.34303980879513934
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC008,comp,BD_h,BD,0.3490790059285556
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC009,comp,BD_h,BD,0.41638408846616376
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC010,comp,BD_h,BD,0.3401896211139129
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC011,comp,BD_h,BD,0.378372350844145
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC012,comp,BD_h,BD,0.4805260780937684
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC013,comp,BD_h,BD,0.37074769495284104
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC014,comp,BD_h,BD,0.40301370120154567
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC015,comp,BD_h,BD,0.34424642797082156
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC016,comp,BD_h,BD,0.401206767818907
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC017,comp,BD_h,BD,0.32950765273115706
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PC018,comp,BD_h,BD,0.3966806077645927
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA002,agg,CV_biomass,CV,0.2242345688526016
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA003,agg,CV_biomass,CV,0.15797657175107396
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA004,agg,CV_biomass,CV,0.4545319422918644
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA005,agg,CV_biomass,CV,0.1354604511385306
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA006,agg,CV_biomass,CV,0.2916610405434508
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA009,agg,CV_biomass,CV,0.26504326794751365
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA010,agg,CV_biomass,CV,0.30276993463926816
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA011,agg,CV_biomass,CV,0.2163775930691575
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA012,agg,CV_biomass,CV,0.27841452626883534
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA013,agg,CV_biomass,CV,0.30900827029565264
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA016,agg,CV_biomass,CV,0.11049495602038387
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA017,agg,CV_biomass,CV,0.19543398999264291
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA018,agg,CV_biomass,CV,0.3636434628817441
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA019,agg,CV_biomass,CV,0.2569340171391038
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA020,agg,CV_biomass,CV,0.26987027314652634
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA021,agg,CV_biomass,CV,0.1850583025494013
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA023,agg,CV_biomass,CV,0.24122306001307414
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA027,agg,CV_biomass,CV,0.10647942749999
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA028,agg,CV_biomass,CV,0.34525012317598824
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA029,agg,CV_biomass,CV,0.308287726505694
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA031,agg,CV_biomass,CV,0.21994111254096294
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA032,agg,CV_biomass,CV,0.18886984741557453
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA036,agg,CV_biomass,CV,0.22356380884296825
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA037,agg,CV_biomass,CV,0.2435099410963388
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA038,agg,CV_biomass,CV,0.21066252211737155
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA039,agg,CV_biomass,CV,0.24295632895188754
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA040,agg,CV_biomass,CV,0.24222607082590245
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA041,agg,CV_biomass,CV,0.13925149767080494
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA042,agg,CV_biomass,CV,0.27397951877990306
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA044,agg,CV_biomass,CV,0.28361356831663576
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA045,agg,CV_biomass,CV,0.19325007205070133
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA048,agg,CV_biomass,CV,0.2271998977130622
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA051,agg,CV_biomass,CV,0.18691400411461276
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA053,agg,CV_biomass,CV,0.16767017066484677
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA054,agg,CV_biomass,CV,0.2932298208072482
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA059,agg,CV_biomass,CV,0.2548916242661565
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA062,agg,CV_biomass,CV,0.26791242761106776
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA063,agg,CV_biomass,CV,0.1346522165800501
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA064,agg,CV_biomass,CV,0.15309310892394862
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA065,agg,CV_biomass,CV,0.1822842127541519
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA066,agg,CV_biomass,CV,0.3045873232752801
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA076,agg,CV_biomass,CV,0.18221724671391565
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA077,agg,CV_biomass,CV,0.26246692913372704
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA078,agg,CV_biomass,CV,0.29627723898538916
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA079,agg,CV_biomass,CV,0.08979058319756823
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA080,agg,CV_biomass,CV,0.16317848796612633
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA081,agg,CV_biomass,CV,0.3681787005729087
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA200,agg,CV_biomass,CV,0.12615209808739547
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA203,agg,CV_biomass,CV,0.23570226039551587
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA204,agg,CV_biomass,CV,0.15720636040014457
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA207,agg,CV_biomass,CV,0.4065578140908709
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA208,agg,CV_biomass,CV,0.11641432866433302
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA209,agg,CV_biomass,CV,0.28220403583864234
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA210,agg,CV_biomass,CV,0.16457493137561682
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA211,agg,CV_biomass,CV,0.19627942920072797
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA217,agg,CV_biomass,CV,0.2889482241811437
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA224,agg,CV_biomass,CV,0.21932973947038645
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA226,agg,CV_biomass,CV,0.19405106847042927
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA233,agg,CV_biomass,CV,0.2929864320795693
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA234,agg,CV_biomass,CV,0.3330099066222879
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA235,agg,CV_biomass,CV,0.250861736029427
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA239,agg,CV_biomass,CV,0.22137905931628846
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA240,agg,CV_biomass,CV,0.22568712322315124
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA241,agg,CV_biomass,CV,0.20307266507643001
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA243,agg,CV_biomass,CV,0.12442398715469144
L3-and-birds-wisnoski.csv,2009,2013,5,4,local,count,PA245,agg,CV_biomass,CV,0.16457493137561682
